Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
1	-202.24382	98.81492	41.975967	-649.4328	88.59259	-0.04713852	0.27832085	0.031051232	-0.22051099	10000	1.2293458e-08	15932.615	-0.0020803108	-2853.95	1.3853552	0.01293019	0.1028	79.0	2.468082904815674
2	-130.3027	71.50138	22.427567	-375.89926	87.545456	-13.740716	9.295827	-6.8028274	-40.650356	20000	-1.0430813e-08	4793.682	-0.0022690175	-3336.1274	1.3763196	0.011305937	0.1033	79.0	4.640456199645996
3	-117.81978	53.50255	15.205967	-321.76184	87.68807	-70.86679	26.152908	-28.651293	-146.98276	30000	-1.9557773e-09	1249.8274	-0.0021054198	-45.42225	1.3667327	0.013796603	0.13	79.0	6.879265785217285
4	-99.97006	49.818382	44.86424	-370.99503	91.87255	-65.9374	23.144455	-26.908792	-147.69522	40000	1.3038516e-09	1673.8694	-0.0028326209	-129.60611	1.3522475	0.012741556	0.1263	79.0	9.070154666900635
5	-93.98175	37.560226	22.616482	-351.3031	105.21111	-57.984158	53.15828	-16.489986	-174.87326	50000	-2.2351743e-09	1539.351	-0.003435073	-148.41447	1.3350575	0.009342065	0.16499999	79.0	11.264777421951294
6	-84.06079	31.981522	29.474775	-284.09326	111.15476	-49.18342	118.399254	-16.075247	-171.3741	60000	7.4505807e-10	1408.8864	-0.004990594	-208.642	1.3090934	0.012788042	0.15480001	79.0	13.476806402206421
7	-64.11347	37.283115	15.971792	-193.61736	121.263885	-44.566067	130.98172	-18.736437	-142.20192	70000	-2.9802323e-09	1342.5144	-0.0023680083	-294.36655	1.2649469	0.016055074	0.18630001	79.0	16.128260850906372
8	-51.362347	53.64103	32.482754	-241.76884	155.74576	-30.713474	27.749767	-13.19198	-96.95241	80000	1.1175871e-09	1413.24	-0.0028194946	-352.35074	1.211212	0.012408983	0.1503	79.0	18.39891505241394
9	-55.46388	78.9451	29.773508	-291.3782	191.76315	-29.558857	199.93423	-7.239751	-108.96598	90000	3.7252903e-09	1577.2831	-0.0014374398	-197.54514	1.2002699	0.00942474	0.1069	79.0	21.089847803115845
10	-71.2714	99.60148	54.731503	-429.82	225.65715	-18.14661	92.89556	-4.603616	-89.52661	100000	1.4901161e-09	1874.4242	-0.0012536695	-354.27966	1.1341071	0.006855759	0.0315	79.0	23.798403024673462
11	-73.161514	37.92386	0.8927744	-162.94095	442.375	-28.461432	165.83563	-6.5803823	-89.41519	110000	-7.4505807e-10	1077.7504	-0.0022867394	-258.79718	1.1733413	0.0092396485	0.12100001	79.0	27.528897047042847
12	-30.71195	75.36522	65.38914	-125.84819	587.25	-18.11101	121.819115	-1.2214444	-106.12908	120000	2.9802323e-09	714.3698	-0.001973278	-101.282936	1.1797049	0.010033886	0.1122	79.0	31.13277769088745
13	50.561317	25.139698	87.47321	24.547897	1000.0	-11.689749	156.09612	2.3010838	-73.70063	130000	6.7055224e-09	484.90796	-0.003923828	-238.59195	1.2036781	0.012428798	0.1442	79.0	34.836256980895996
14	3.006274	92.55953	106.479004	-263.1421	786.75	1.4100465	120.26334	13.813543	-34.57287	140000	-1.4901161e-09	477.6664	-0.0012471441	-41.670868	1.1467367	0.007800722	0.1001	79.0	38.92722249031067
15	28.872107	46.052986	81.18978	-81.747406	960.5	-1.0974524	137.14377	13.071723	-40.6604	150000	-7.4505807e-10	192.01263	-0.0019834512	-26.581991	1.121359	0.009138604	0.1245	79.0	43.20590686798096
16	50.245045	27.321627	120.45804	15.045604	1000.0	-0.18545415	52.109413	10.603761	-24.88358	160000	3.7252904e-10	109.82677	-0.0022907215	-16.786072	1.1086216	0.008301058	0.0988	79.0	47.207927227020264
17	24.005228	29.68252	69.33233	-34.863163	1000.0	5.0647516	62.298523	13.543152	-16.094492	170000	-1.4901161e-09	129.12318	-0.0015769622	-35.493355	1.0555865	0.009420109	0.0855	79.0	51.85288190841675
18	42.82663	30.908382	99.3417	-15.684606	1000.0	2.3497987	31.11744	10.093735	-9.742114	180000	-3.7252904e-10	102.14946	-0.0017143242	-6.4946504	1.0367485	0.005449321	0.11620001	79.0	56.23005533218384
19	-7.1506104	54.973087	65.63272	-124.863914	974.0	3.2311068	13.153559	10.928547	-6.0708675	190000	-7.4505807e-10	210.08772	-0.0008923028	-22.970905	1.0190254	0.0043582306	0.0374	79.0	60.91906261444092
20	22.191824	34.43702	77.46714	-41.097992	1000.0	0.47201797	10.445463	4.601651	-6.9790964	200000	2.2351743e-09	77.731766	-0.0012185784	-6.1643047	1.0140241	0.0058968957	0.0454	79.0	65.67691898345947
21	16.023602	35.429077	77.78546	-44.659527	1000.0	1.3220344	15.272869	8.9122305	-6.2268615	210000	3.7252904e-10	90.8716	-0.0011553831	-5.117898	0.9811942	0.004506493	0.0391	79.0	70.37581157684326
22	-5.475086	37.33676	71.15343	-48.997623	1000.0	0.18885349	33.52545	7.3799357	-6.493057	220000	6.752089e-10	71.14364	-0.000951829	-5.028759	1.0132987	0.00550324	0.056300003	79.0	75.09812259674072
23	4.6034827	44.952496	93.289856	-64.57003	1000.0	-0.11122801	37.145157	7.1243305	-6.9060016	230000	-1.5832484e-09	123.43992	-0.00091755	-16.843561	0.97785854	0.0038578645	0.0275	79.0	79.58960580825806
24	11.973444	45.33148	95.08545	-47.120903	1000.0	0.017756848	23.02317	15.405587	-14.806596	240000	-1.1175871e-09	87.29906	-0.00096050405	-14.797208	0.93955404	0.007867441	0.056700002	79.0	83.9031674861908
25	0.9743427	46.3102	92.083694	-93.7268	976.3	2.1773148	54.12287	19.734753	-5.0811577	250000	3.7252904e-10	151.01721	-0.0015480763	-36.169224	0.9557029	0.008146781	0.062300004	79.0	88.17288732528687
26	-2.472487	36.951275	61.770344	-43.970737	1000.0	-0.47086185	23.86224	14.196014	-6.177435	260000	0.0	72.85449	-0.00091665564	-12.951222	0.9550991	0.0024257335	0.024500001	79.0	92.85264873504639
27	-17.910519	20.359936	16.708605	-49.77469	1000.0	-0.81734943	14.140106	16.09343	-5.7429867	270000	-3.7252904e-10	48.64564	-0.001213051	-13.109586	0.96318305	0.0051335143	0.026499998	79.0	97.65360260009766
28	-25.301796	33.00624	55.029194	-58.6371	1000.0	-1.6301119	14.708632	30.211576	-8.717543	280000	-1.4901161e-09	65.49414	-0.00089903345	-31.478088	0.9564821	0.0033693374	0.0239	79.0	101.87149310112
29	-8.858701	40.801258	79.842896	-67.04595	1000.0	0.57620627	129.36911	52.632988	-13.588342	290000	5.5879357e-10	98.467354	-0.0019582843	-36.65281	0.9295063	0.0069501745	0.050100006	79.0	106.21378755569458
30	-25.022099	22.360006	15.663422	-59.25683	1000.0	-1.8018016	52.948982	54.6464	-13.703753	300000	5.2154063e-09	40.686485	-0.0022746185	-10.359471	0.9568614	0.0049908347	0.031400003	79.0	111.07315397262573
31	-2.7585814	23.522972	36.322002	-32.43043	1000.0	-0.90574044	77.90371	52.900208	-12.627039	310000	-1.8626452e-10	55.128307	-0.001069172	-27.65617	0.93542796	0.007431516	0.059499998	79.0	115.57237839698792
32	-2.4509444	43.160175	66.783905	-89.17437	964.4	-0.119271494	56.035362	40.182415	-13.114654	320000	0.0	87.70268	-0.0013349729	-20.87205	0.92367345	0.0045560747	0.0376	79.0	120.32619786262512
33	0.29447252	66.08094	86.88594	-177.72762	989.6	-0.49957246	43.373344	61.585316	-14.047109	330000	-1.1175871e-09	182.55164	-0.0010246336	-51.037758	0.9262683	0.0037224423	0.0336	79.0	125.15472960472107
34	17.759644	37.38068	94.41318	-34.28585	992.7	-2.7546828	165.13565	51.684048	-37.659836	340000	-1.4901161e-09	96.10049	-0.0011000227	-58.37751	0.92212886	0.007864049	0.0761	79.0	129.39133071899414
35	45.945534	24.381834	77.241425	-9.471446	997.8	2.5872855	57.059998	56.330647	-14.890161	350000	-3.7252904e-10	49.833973	-0.0027443524	-22.63779	0.91161364	0.0059077903	0.0418	79.0	134.092515707016
36	60.097534	40.147205	124.509125	-9.8461485	970.5	1.193412	164.59697	55.68104	-29.705626	360000	7.4505807e-10	141.60503	-0.0012844444	-76.13731	0.87098587	0.007676256	0.081300005	79.0	137.94398665428162
37	32.16285	46.79021	74.59835	-100.566864	993.6	3.3691173	59.697155	63.759457	-11.705075	370000	-1.1175871e-09	89.722786	-0.0014407914	-32.345203	0.91139555	0.004909235	0.0427	79.0	142.08630561828613
