Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
28	42.800323	34.457577	176.10663	-23.68237	180.29546	14.15488	77.96778	34.225834	-4.2978387	280000	-2.7939677e-09	184.44597	-0.014740693	-13.370564	0.54675084	0.029093856	0.3658	79.0	87.33328413963318
29	69.46752	68.28338	201.75586	0.66136014	322.0625	12.10878	69.50541	33.415417	-7.9638047	290000	5.5879357e-10	129.71793	-0.01051558	-20.454006	0.53622484	0.023369871	0.3499	79.0	90.51663899421692
30	81.985306	79.00624	232.25395	1.0127312	327.0	15.869853	66.324066	33.356346	-1.4651555	300000	0.0	149.98727	-0.013576354	-17.982277	0.5231857	0.03228786	0.37860003	79.0	93.74874949455261
31	81.44011	72.816666	227.78899	-2.3872626	304.45	17.32335	81.98736	41.243267	-0.5146396	310000	-6.3329937e-09	204.82852	-0.016722647	-47.162056	0.51202554	0.030759465	0.38869998	79.0	97.05457758903503
32	153.73311	109.58268	422.19467	32.711967	606.4	21.33863	111.00966	62.079784	1.9422289	320000	1.4901161e-09	132.80153	-0.011701788	-19.92685	0.4989186	0.0250711	0.3665	79.0	100.28701257705688
33	67.2625	73.88835	266.81497	-10.08206	252.35	22.820557	79.21183	49.573353	5.3528504	330000	6.519258e-10	163.6865	-0.008547664	-32.24282	0.48455095	0.018332176	0.33189997	79.0	103.5008270740509
34	90.22676	87.49587	350.278	-3.5171273	257.8	23.413704	94.742325	42.544434	-8.516576	340000	3.7252904e-10	188.44797	-0.014076473	-21.710526	0.4764505	0.026178926	0.3863	79.0	106.57013607025146
35	130.71902	100.32643	388.90366	-9.594085	369.90475	26.372402	84.21399	49.684128	-6.5202346	350000	-2.2351743e-09	330.36407	-0.019476807	-60.790234	0.46381363	0.033363335	0.4165	79.0	109.62401914596558
36	126.7662	93.52609	311.62305	4.896802	388.5	23.890163	127.15147	55.777527	-12.572353	360000	2.4214386e-09	221.14102	-0.012376736	-41.320976	0.45016712	0.023404634	0.36869997	79.0	112.67404794692993
37	173.12837	164.92558	472.51318	-0.1449512	428.9375	29.26635	131.4256	54.285625	-7.5588346	370000	4.4703485e-09	317.18842	-0.009890979	-71.3087	0.43867072	0.020467797	0.343	79.0	115.71920776367188
38	168.09732	129.09369	485.62338	32.183727	441.1875	34.193417	111.28263	60.892204	-1.3219416	380000	2.2351743e-09	270.27148	-0.011517301	-31.395304	0.43084222	0.022954626	0.3724	79.0	118.77750515937805
39	127.5882	107.96611	347.9802	-20.063423	286.63635	34.43654	105.51762	60.872066	-3.4366746	390000	1.4901161e-09	245.64961	-0.012796867	-23.093681	0.41773492	0.021158313	0.35900003	79.0	121.85522794723511
40	160.49811	127.57252	421.5929	16.32454	404.29413	33.210133	75.381645	62.052254	-2.2003605	400000	4.4703485e-09	205.43892	-0.028422087	-20.078146	0.41301543	0.032731198	0.4447	79.0	124.91103386878967
41	142.87666	133.47261	425.16852	12.780393	304.4737	36.487858	109.65068	60.021584	0.21257307	410000	-2.9802323e-09	270.7675	-0.0195322	-40.173164	0.39951044	0.029427582	0.3993	79.0	127.98827528953552
42	341.49158	102.47954	477.0954	14.933933	751.5	35.385254	117.77191	60.696266	11.250189	420000	2.4214386e-09	245.67734	-0.026703577	-67.34297	0.38726756	0.029625107	0.4193	79.0	131.03752779960632
43	205.58736	224.51921	588.85046	4.1976495	430.5625	41.480022	193.33565	71.63924	10.535686	430000	7.4505807e-10	277.18146	-0.0066477037	-39.168705	0.37738892	0.018042497	0.30200002	79.0	134.0898792743683
44	316.46375	166.22078	488.69327	55.623302	758.5455	36.570076	162.64381	68.91568	2.5955856	440000	-2.2351743e-09	123.595436	-0.022934934	-28.459324	0.36595353	0.030082187	0.40739998	79.0	137.16288805007935
45	451.6876	129.68195	594.94727	19.401451	900.8182	38.81604	151.75075	69.26185	12.649652	450000	-1.1175871e-09	335.01474	-0.011192372	-125.13352	0.35610077	0.028692061	0.34750003	79.0	140.20703530311584
46	244.18309	162.31895	469.02408	1.925425	522.0	48.831837	204.91644	83.280304	14.981824	460000	-3.7252903e-09	245.85078	-0.02558342	-40.956562	0.3483477	0.028195059	0.4137	79.0	143.26577639579773
47	329.72363	216.63995	757.2455	1.8590895	608.53845	45.249107	162.0469	78.04073	18.40671	470000	2.9802323e-09	196.20184	-0.009916792	-36.28948	0.33844054	0.02545693	0.3345	79.0	146.3224413394928
48	315.89725	257.90155	658.74615	5.1716895	542.9286	50.82141	180.17532	82.85358	15.391193	480000	-5.5879357e-10	237.79219	-0.013244386	-24.407486	0.32910794	0.021641832	0.3623	79.0	149.40493822097778
49	245.11374	242.56302	609.9002	44.946854	405.7857	50.5384	173.99652	78.194664	9.397893	490000	-7.4505807e-10	343.44244	-0.008628687	-66.879776	0.32340497	0.01589758	0.32209998	79.0	152.47182250022888
50	314.43634	263.2543	650.7084	12.035606	501.375	52.933987	114.54644	84.21334	22.564482	500000	-7.4505807e-10	303.0747	-0.012865543	-28.956274	0.313369	0.022056995	0.3691	79.0	155.59304356575012
51	411.7665	217.2728	726.29736	17.087593	630.2143	54.170544	196.94882	83.986664	9.530222	510000	7.4505807e-10	377.84488	-0.010094153	-66.099174	0.30557576	0.020548197	0.3517	79.0	158.65007972717285
52	454.91864	203.18242	757.94684	172.1431	752.8182	54.95387	293.38022	88.11287	-4.4314246	520000	3.3527612e-09	277.75607	-0.013341638	-34.86373	0.29794112	0.021891497	0.3854	79.0	161.71360516548157
53	382.2341	350.59622	784.1688	32.751312	620.46155	55.98465	195.26654	85.53978	1.7241061	530000	7.4505807e-10	414.12506	-0.006410773	-59.379353	0.28626937	0.020842146	0.3188	79.0	164.77366304397583
54	458.2134	202.3832	768.1923	192.1735	786.8182	56.791862	259.67462	96.61074	23.242224	540000	1.3038516e-09	287.28903	-0.009982251	-46.637985	0.2789862	0.02173103	0.35180002	79.0	167.91715168952942
55	391.04504	298.50732	776.8302	14.809832	619.8333	55.536274	143.20003	87.743805	25.510965	550000	2.6077032e-09	281.17923	-0.010998102	-42.27362	0.27001473	0.020936534	0.3642	79.0	170.9705572128296
56	419.81772	315.9529	847.7963	108.99877	659.7692	55.193626	200.28043	89.511894	26.953281	560000	1.4901161e-09	257.78833	-0.008334616	-34.26618	0.25782803	0.015612732	0.3467	79.0	174.04195833206177
57	442.2401	233.1572	868.9845	84.911255	635.5455	59.92909	207.94678	101.98577	20.174538	570000	-2.6077032e-09	368.01065	-0.012679411	-46.925377	0.24832053	0.025450032	0.38630003	79.0	177.11389684677124
58	479.8296	358.42368	858.4989	28.400438	663.3333	60.40901	206.58952	94.24527	20.664309	580000	-9.313226e-11	405.82214	-0.00934531	-108.653885	0.23797145	0.017715553	0.36630002	79.0	180.16955590248108
59	439.49197	288.80582	816.2056	43.697548	599.4286	67.31012	260.32202	101.61819	27.077335	590000	-1.4901161e-09	295.66968	-0.014239281	-43.6286	0.22879598	0.02296629	0.3954	79.0	183.23214101791382
60	510.97247	262.14716	915.20325	52.095993	669.1818	66.90779	242.00035	93.99286	32.88672	600000	1.6763806e-09	303.90543	-0.011343847	-37.1056	0.21792814	0.02321468	0.3779	79.0	186.28882002830505
61	618.1487	226.64737	982.4457	180.97255	813.7273	70.15484	177.60509	105.55901	27.003319	610000	1.8626451e-09	343.41507	-0.00845415	-58.93108	0.20870301	0.018116359	0.3507	79.0	189.34380531311035
62	520.4417	246.1466	953.80676	218.10329	654.0909	71.526924	231.06535	101.88066	20.420673	620000	-9.778887e-10	312.39297	-0.011659687	-30.880594	0.2004017	0.020374918	0.3797	79.0	192.41227412223816
63	535.0239	283.66843	881.6634	167.38147	669.8182	71.13501	265.11475	100.98794	34.261307	630000	-3.7252904e-10	293.27066	-0.013485171	-40.599174	0.19152455	0.031176368	0.4151	79.0	195.46733164787292
64	415.59247	266.4546	833.6981	24.14851	517.53845	71.81336	244.70331	106.63975	33.36398	640000	-1.4901161e-09	419.40005	-0.010703725	-56.49948	0.17921048	0.01910624	0.3908	79.0	198.53138327598572
65	616.0781	382.3283	909.44366	221.26698	729.61536	71.20768	187.24783	103.43686	28.77688	650000	3.3527612e-09	475.0812	-0.013324727	-93.90981	0.17319846	0.02594757	0.40430003	79.0	201.58424377441406
66	442.71417	403.57565	958.45154	86.241806	519.61536	78.48615	204.51202	106.60432	41.22926	660000	1.1175871e-09	431.44522	-0.0080036055	-46.659954	0.16321658	0.018439732	0.34989998	79.0	204.64637851715088
67	643.2873	475.1342	1007.5498	30.887798	715.9167	80.216	193.47362	115.613495	38.691704	670000	-3.1664968e-09	391.98013	-0.01126807	-79.35684	0.15815698	0.02747624	0.3883	79.0	207.7008273601532
68	579.6236	328.10483	972.366	135.33893	655.6667	85.15939	185.06277	117.13288	36.592697	680000	-1.8626451e-09	453.60785	-0.015862523	-67.0369	0.1500954	0.02393597	0.42319998	79.0	210.7596879005432
69	718.49445	277.7903	1043.3301	21.72051	848.3	75.266846	337.28577	107.55219	37.40371	690000	-7.4505807e-10	285.93222	-0.013994877	-56.937553	0.13948512	0.025506284	0.41300002	79.0	213.8804407119751
70	685.3695	260.4611	1093.7314	196.14226	729.2727	84.73455	309.8093	110.15271	30.27426	700000	-4.0978194e-09	557.0164	-0.019228619	-60.825783	0.13300347	0.031579636	0.44379997	79.0	216.93449306488037
71	387.86984	216.22751	872.89166	18.494993	472.07693	76.24293	369.39246	116.33112	20.976877	710000	-1.4901161e-09	444.8553	-0.017950032	-75.45824	0.12059923	0.01862883	0.4169	79.0	220.00507950782776
72	670.5311	294.70322	1072.0752	73.51378	741.8182	73.2516	329.22467	110.75641	28.40015	720000	2.2351743e-09	354.38364	-0.01101118	-95.59374	0.10907583	0.02450029	0.38390002	79.0	223.07031273841858
73	724.8277	319.9052	1201.6235	225.66331	727.8182	92.48976	88.406624	118.72501	26.871147	730000	3.7252904e-10	555.88885	-0.009258127	-78.60292	0.09609846	0.019772654	0.3668	79.0	226.14551091194153
74	774.3075	208.77356	1030.2136	258.24084	815.3	89.96472	240.84	128.37727	39.94102	740000	7.4505807e-10	379.77716	-0.022966359	-43.04095	0.084065706	0.028954327	0.46000004	79.0	229.20287799835205
75	549.9081	355.09982	1100.5492	111.29922	526.3077	91.60589	214.52905	121.70577	44.641537	750000	-3.7252904e-10	529.0022	-0.013755212	-57.642273	0.07031436	0.016216297	0.38850003	79.0	232.2632040977478
76	625.35114	422.64365	1032.4286	37.965073	682.4545	85.93815	342.2108	119.26161	35.853027	760000	-4.703179e-09	522.9892	-0.0089103235	-106.58439	0.064517304	0.018889584	0.3582	79.0	235.33817195892334
77	660.2482	277.8715	996.4041	117.73524	695.2727	91.19269	382.37555	129.93802	30.366472	770000	3.7252904e-10	417.31577	-0.017535273	-49.667995	0.056495436	0.025685519	0.41260004	79.0	238.40182757377625
78	793.6077	245.71962	1095.7224	164.33583	825.5	86.71763	458.53198	123.32737	30.960354	780000	-5.2154063e-09	386.846	-0.015774552	-62.352398	0.046679404	0.023957264	0.42010003	79.0	241.45697212219238
79	754.2678	314.643	1227.6681	266.72476	696.4	97.18963	223.89912	128.17511	1.245651	790000	-5.5879357e-10	578.86096	-0.013630402	-71.08461	0.03719854	0.015306631	0.3909	79.0	244.51513504981995
80	613.347	385.75018	1174.8993	130.20306	615.9091	94.14941	487.37997	134.70604	35.503468	800000	-3.9115546e-09	383.16635	-0.011781174	-53.372997	0.030515883	0.018822154	0.38660002	79.0	247.57949590682983
81	987.3418	206.80542	1222.4967	550.5567	913.0	101.28391	275.2012	124.608574	43.507336	810000	-1.8626451e-09	291.02353	-0.014329439	-61.391285	0.020815147	0.021028807	0.40410003	79.0	250.64395594596863
82	766.8713	355.6749	1185.4103	68.034355	738.5	99.652565	485.5662	128.97443	48.314053	820000	2.2351743e-09	376.57825	-0.013887621	-36.64197	0.011417256	0.02252299	0.41260004	79.0	253.71399092674255
83	857.64764	429.54895	1305.2894	77.64837	741.1	97.75787	427.3072	131.961	37.33616	830000	-7.4505807e-10	444.41635	-0.008312729	-96.363075	-0.00013113212	0.021091381	0.3581	79.0	256.7878017425537
84	932.388	236.55223	1217.5944	484.65137	893.9	100.50942	524.42236	140.80054	2.0731082	840000	-3.5390257e-09	283.10114	-0.01578218	-49.260796	-0.007942378	0.02800636	0.4299	79.0	259.84897470474243
