Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
1	-233.8811	225.05766	0.57193124	-667.7331	107.90804	-0.045667693	0.4651738	0.016713947	-0.22651434	10000	3.3527612e-09	18287.31	-0.0006931601	-3106.2617	0.918938	0.0065570427	0.0592	79.0	2.4755797386169434
2	-164.20937	101.16351	2.512232	-493.55133	103.40659	-14.318455	43.65663	-5.702234	-47.772335	20000	-1.8626451e-09	8323.968	-0.0012959685	-5200.306	0.91834086	0.008165075	0.0694	79.0	4.8841025829315186
3	-152.18254	79.68139	-19.811516	-420.61237	110.4186	-82.55173	188.58395	-16.67132	-243.86034	30000	0.0	1963.6696	-0.0021814618	-84.751305	0.929469	0.00947318	0.0826	79.0	7.380126237869263
4	-91.593544	56.638596	34.052357	-213.14923	114.14634	-70.9906	111.95658	-34.93188	-162.41379	40000	6.7055224e-09	1706.7864	-0.0019208506	-678.0722	0.93353635	0.0075937994	0.0769	79.0	9.922388553619385
5	-72.51994	41.439262	9.208138	-215.75896	115.950615	-48.504887	35.177124	-28.05317	-161.11217	50000	-2.2351743e-09	988.5171	-0.0028584213	-185.01901	0.9277884	0.010553649	0.0957	79.0	12.434023380279541
6	-51.84513	36.50393	18.16633	-250.63864	133.28572	-40.402668	32.07444	-21.247679	-124.445755	60000	1.8626451e-09	1319.6396	-0.0033272554	-283.034	0.9260809	0.008452098	0.0872	79.0	14.986811637878418
7	-34.411095	50.73351	32.49773	-224.5904	140.63637	-29.045837	52.15789	-10.116395	-124.177795	70000	5.5879357e-10	1234.7025	-0.0025696836	-195.06595	0.91764814	0.007454411	0.08580001	79.0	17.85093331336975
8	-48.487854	73.863434	39.904816	-344.48914	194.51428	-28.031393	191.99986	-7.15301	-134.81255	80000	-6.519258e-10	2080.6138	-0.0025549147	-276.08365	0.91361266	0.0065820604	0.07130001	79.0	22.84494948387146
9	-33.333225	80.106186	61.42582	-295.41882	224.58824	-19.914915	69.31129	-3.9224749	-107.745316	90000	-3.3527612e-09	1562.6572	-0.0022401086	-194.70753	0.9158279	0.006991431	0.0787	79.0	27.53308629989624
10	-49.315407	128.38084	42.17767	-269.00046	318.11765	-20.849083	154.77692	-2.4309568	-152.3621	100000	0.0	2052.4558	-0.0019093357	-279.04135	0.9123208	0.007025446	0.083	79.0	33.669923067092896
