Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
50	232.19243	61.59815	271.87405	-9.37749	386.05264	49.967632	165.97575	118.00145	-14.691534	500000	1.6763806e-09	460.82916	-0.00088403403	-83.67659	0.6847863	0.0030369745	0.0308	79.0	180.29012608528137
51	239.43097	26.205128	274.63623	154.98148	373.0	48.159412	139.18713	104.56152	6.6729345	510000	-1.4901161e-09	379.19165	-0.00044075842	-153.61363	0.69526327	0.0030298238	0.021000002	79.0	183.17544078826904
52	231.74869	57.85812	280.02365	-0.78241104	360.72726	45.327774	143.8638	92.54061	-18.291662	520000	-3.7252904e-10	538.9535	-0.001019316	-164.16377	0.70332944	0.0018177675	0.028600002	79.0	185.91672778129578
53	214.07364	76.36284	282.5006	4.60639	347.9091	52.961487	140.59306	99.45066	4.6170883	530000	1.3038516e-09	689.5744	-0.0008919636	-288.43643	0.7112521	0.0044708643	0.0327	79.0	188.70937061309814
54	216.27434	62.990784	275.25012	-0.41189227	396.22223	50.790363	230.92342	94.57174	-28.415586	540000	-9.313226e-10	662.8041	-0.0006929402	-230.72543	0.71380556	0.0041877725	0.0473	79.0	191.52450919151306
55	184.58936	54.667667	270.31848	3.6820188	336.63635	45.437214	98.92072	80.26129	-35.061012	550000	1.6763806e-09	828.77673	-0.0024972428	-134.52776	0.71675	0.0073890565	0.0331	79.0	194.38611578941345
56	240.46748	41.87261	281.47226	73.91897	391.25	43.327755	184.93001	88.659744	-28.191624	560000	-2.2351743e-09	479.02423	-0.0003884453	-284.31134	0.6808611	0.00467852	0.0376	79.0	197.44572925567627
57	232.51294	44.221725	281.45584	40.60606	331.54166	53.875893	193.46248	100.998856	-16.312082	570000	1.4901161e-09	214.64229	-0.00051485066	-70.628555	0.7095047	0.0061814524	0.06469999	79.0	200.1644687652588
58	249.14186	16.105713	285.41187	206.19962	337.42307	56.70795	200.01083	107.4031	-23.17814	580000	3.7252904e-10	221.77148	-0.0011127411	-60.834656	0.70300883	0.00622731	0.0485	79.0	202.99158668518066
59	259.85178	14.088878	313.20197	225.7798	331.30435	60.48002	91.125854	110.27744	9.458668	590000	7.4505807e-10	262.41266	-0.00092430145	-116.98232	0.6849098	0.011924811	0.0768	79.0	205.95708394050598
60	231.87544	47.859272	288.53885	35.58889	363.47827	52.979713	209.00887	114.94118	-0.42783108	600000	2.2351743e-09	595.3794	-0.00047405966	-148.71947	0.67822725	0.007682138	0.08099999	79.0	209.15534782409668
61	230.6854	63.082165	293.92032	16.53114	319.04	54.17206	208.00414	112.48091	-6.596902	610000	0.0	516.754	-0.00077154173	-78.966156	0.6826169	0.006536453	0.0773	79.0	212.04557585716248
62	213.65022	81.87602	299.87027	10.360164	382.9524	47.360363	471.5456	115.383224	-38.44886	620000	-1.6763806e-09	781.1791	-0.0007814695	-184.83194	0.63226557	0.005643639	0.0687	79.0	215.13459539413452
63	233.7539	57.064507	295.22128	11.584152	317.7037	48.44481	255.40419	100.19305	-32.011166	630000	1.8626451e-09	562.7326	-0.0006959635	-199.00464	0.6640418	0.008726651	0.0649	79.0	218.13758730888367
64	245.72108	33.611073	290.82187	130.36038	346.18182	55.736	337.7338	116.018936	-37.782364	640000	-5.5879357e-10	571.8565	-0.00057918427	-330.95804	0.67946416	0.010915165	0.052900005	79.0	221.21050477027893
65	244.96475	53.71108	294.51172	21.16111	333.8846	57.20667	329.57184	116.46162	-6.1100907	650000	0.0	389.27325	-0.0010534554	-86.66524	0.58599484	0.0060880575	0.0775	79.0	224.0697295665741
66	248.7685	46.219963	294.50317	5.9148426	283.83334	61.629986	190.19633	117.9036	-10.77342	660000	0.0	652.5335	-0.00047754808	-330.27914	0.64215195	0.0056615756	0.0796	79.0	227.00875401496887
67	239.07675	61.360043	298.4322	68.36264	361.4	60.88157	182.57872	118.84817	-2.3072853	670000	3.7252904e-10	828.433	-0.00028431602	-403.0766	0.60896367	0.003331182	0.0457	79.0	230.05041933059692
68	211.37729	95.35409	282.0706	-5.7381186	287.12903	62.13193	278.22122	128.4048	2.5931833	680000	9.313226e-11	1060.2441	-0.0007096147	-377.07455	0.6498506	0.0035766643	0.0366	79.0	232.9639377593994
69	238.57999	60.68491	287.87286	91.498634	382.72726	49.874466	596.87994	95.576965	-43.6289	690000	1.1175871e-09	597.9149	-0.0003399832	-285.87637	0.6450491	0.006553632	0.0361	79.0	236.26135396957397
70	260.11282	16.61302	289.31738	212.92668	312.08334	58.224113	296.25812	117.1744	-15.314484	700000	-1.4901161e-09	300.63165	-0.0011050294	-133.47691	0.60326886	0.0063630403	0.0885	79.0	239.0038924217224
71	246.2298	74.177956	283.8681	-120.57605	317.3846	64.6736	132.71167	172.08664	2.9988241	710000	-7.4505807e-10	1180.787	-0.000564509	-705.4173	0.5834207	0.0021645296	0.0321	79.0	241.6818356513977
72	227.58328	58.87648	297.33548	14.571759	301.85715	59.3822	260.01785	130.84999	-32.676334	720000	-1.4901161e-09	999.88947	-0.0006625764	-369.11932	0.62153614	0.006342441	0.0395	79.0	244.53906893730164
